date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:13	851/851	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:15%20GMT	http://fr.html.net/tutorials/css/lesson12_ex1.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson12_ex1.html	(from http://fr.html.net/tutorials/css/)
11:27:13	868/868	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:16%20GMT	http://fr.html.net/tutorials/css/lesson12_ex2.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson12_ex2.html	(from http://fr.html.net/tutorials/css/)
11:27:13	3448/3448	---M--	200	added ('OK')	image/gif	etag:%22440b89-d78-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/figure015.fr.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure015.fr.gif	(from http://fr.html.net/tutorials/css/)
11:27:14	20763/20763	---M--	200	added ('OK')	image/gif	etag:%22440b8c-511b-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/figure016.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure016.gif	(from http://fr.html.net/tutorials/css/)
11:27:14	1783/1783	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:17%20GMT	http://fr.html.net/tutorials/css/lesson13_ex1.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex1.html	(from http://fr.html.net/tutorials/css/)
11:27:14	3553/3553	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:17%20GMT	http://fr.html.net/tutorials/css/lesson13_ex2.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex2.html	(from http://fr.html.net/tutorials/css/)
11:27:14	1822/1822	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:17%20GMT	http://fr.html.net/tutorials/css/lesson13_ex3.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex3.html	(from http://fr.html.net/tutorials/css/)
11:27:15	15140/15140	---M--	200	added ('OK')	image/gif	etag:%22440bbf-3b24-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/figure017.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure017.gif	(from http://fr.html.net/tutorials/css/)
11:27:15	2045/2045	---M--	200	added ('OK')	image/gif	etag:%22440bf1-7fd-4b4094b303b00%22	http://fr.html.net/tutorials/css/figure018.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure018.gif	(from http://fr.html.net/tutorials/css/)
11:27:15	16672/16672	---M--	200	added ('OK')	image/gif	etag:%22440c0f-4120-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/figure019.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure019.gif	(from http://fr.html.net/tutorials/css/)
11:27:16	561/561	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:18%20GMT	http://fr.html.net/tutorials/css/lesson14_ex1.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson14_ex1.html	(from http://fr.html.net/tutorials/css/)
11:27:17	4813/4813	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:19%20GMT	http://fr.html.net/tutorials/css/lesson14_ex2.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson14_ex2.html	(from http://fr.html.net/tutorials/css/)
11:27:17	8031/8031	---M--	200	added ('OK')	image/gif	etag:%22440bbe-1f5f-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/figure020.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/figure020.gif	(from http://fr.html.net/tutorials/css/)
11:27:17	896/896	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:20%20GMT	http://fr.html.net/tutorials/css/lesson15_ex1.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson15_ex1.html	(from http://fr.html.net/tutorials/css/)
11:27:18	1633/1633	---M--	200	added ('OK')	image/gif	etag:%22440ba4-661-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/W3C_css.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/W3C_css.gif	(from http://fr.html.net/tutorials/css/)
11:27:18	226/226	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Mar%202012%2009:27:21%20GMT	http://fr.html.net/tutorials/css/restserver.php	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/restserver.67.delayed	(from http://fr.html.net/tutorials/css/)
11:27:18	24/24	---M--	200	added ('OK')	text/css	etag:%22440bda-18-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson3_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex1.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:19	219/219	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Mar%202012%2009:27:21%20GMT	http://fr.html.net/tutorials/css/static/	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/static/index.html	(from http://connect.facebook.net/en_US/all.js)
11:27:19	89/89	---M--	200	added ('OK')	text/css	etag:%22440b9b-59-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex2.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:19	130/130	---M--	200	added ('OK')	text/css	etag:%22440bb0-82-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex3.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:19	157/157	---M--	200	added ('OK')	text/css	etag:%22440bb1-9d-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex4.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex4.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:20	158/158	---M--	200	added ('OK')	text/css	etag:%22440bef-9e-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson3_ex5.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex5.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:20	155/155	---M--	200	added ('OK')	text/css	etag:%22440bb9-9b-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex6.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex6.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:20	158/158	---M--	200	added ('OK')	text/css	etag:%22440b5d-9e-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson3_ex7.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex7.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:21	191/191	---M--	200	added ('OK')	text/css	etag:%22440c0e-bf-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson3_ex8.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex8.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:21	191/191	---M--	200	added ('OK')	text/css	etag:%22440bea-bf-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson3_ex9.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex9.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:21	228/228	---M--	200	added ('OK')	text/css	etag:%22440b9e-e4-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex10.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex10.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:22	227/227	---M--	200	added ('OK')	text/css	etag:%22440bb3-e3-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex11.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex11.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:22	226/226	---M--	200	added ('OK')	text/css	etag:%22440ba6-e2-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex12.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex12.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:22	229/229	---M--	200	added ('OK')	text/css	etag:%22440b88-e5-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson3_ex13.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson3_ex13.css	(from http://fr.html.net/tutorials/css/lesson3.php)
11:27:23	95/95	---M--	200	added ('OK')	text/css	etag:%22440b59-5f-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson4_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson4_ex1.css	(from http://fr.html.net/tutorials/css/lesson4.php)
11:27:23	118/118	---M--	200	added ('OK')	text/css	etag:%22440bd4-76-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson4_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson4_ex2.css	(from http://fr.html.net/tutorials/css/lesson4.php)
11:27:23	63/63	---M--	200	added ('OK')	text/css	etag:%22440b4c-3f-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson4_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson4_ex3.css	(from http://fr.html.net/tutorials/css/lesson4.php)
11:27:23	115/115	---M--	200	added ('OK')	text/css	etag:%22440bb7-73-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson4_ex4.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson4_ex4.css	(from http://fr.html.net/tutorials/css/lesson4.php)
11:27:24	100/100	---M--	200	added ('OK')	text/css	etag:%22440b52-64-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson4_ex5.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson4_ex5.css	(from http://fr.html.net/tutorials/css/lesson4.php)
11:27:24	26/26	---M--	200	added ('OK')	text/css	etag:%22440b5e-1a-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson5_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson5_ex1.css	(from http://fr.html.net/tutorials/css/lesson5.php)
11:27:24	84/84	---M--	200	added ('OK')	text/css	etag:%22440b56-54-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson5_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson5_ex2.css	(from http://fr.html.net/tutorials/css/lesson5.php)
11:27:25	108/108	---M--	200	added ('OK')	text/css	etag:%22440b91-6c-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson5_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson5_ex3.css	(from http://fr.html.net/tutorials/css/lesson5.php)
11:27:25	59/59	---M--	200	added ('OK')	text/css	etag:%22440c1c-3b-4b4094b4ebf80%22	http://fr.html.net/tutorials/css/lesson5_ex4.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson5_ex4.css	(from http://fr.html.net/tutorials/css/lesson5.php)
11:27:25	76/76	---M--	200	added ('OK')	text/css	etag:%22440ba0-4c-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson5_ex5.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson5_ex5.css	(from http://fr.html.net/tutorials/css/lesson5.php)
11:27:26	27/27	---M--	200	added ('OK')	text/css	etag:%22440c11-1b-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson6_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex1.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:26	546/546	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:29%20GMT	http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=05	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex15fea.html	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:26	30/30	---M--	200	added ('OK')	text/css	etag:%22440be7-1e-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson6_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex2.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:27	40/40	---M--	200	added ('OK')	text/css	etag:%22440bac-28-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson6_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex3.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:27	43/43	---M--	200	added ('OK')	text/css	etag:%22440bae-2b-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson6_ex4.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex4.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:27	57/57	---M--	200	added ('OK')	text/css	etag:%22440be6-39-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson6_ex5.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex5.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:28	97/97	---M--	200	added ('OK')	text/css	etag:%22440bd3-61-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson6_ex6.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex6.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:28	212/212	---M--	200	added ('OK')	text/css	etag:%22440bf8-d4-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson6_ex7.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex7.css	(from http://fr.html.net/tutorials/css/lesson6.php)
11:27:28	19/19	---M--	200	added ('OK')	text/css	etag:%22440bd5-13-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson7_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson7_ex1.css	(from http://fr.html.net/tutorials/css/lesson7.php)
11:27:28	85/85	---M--	200	added ('OK')	text/css	etag:%22440c10-55-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson7_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson7_ex2.css	(from http://fr.html.net/tutorials/css/lesson7.php)
11:27:29	219/219	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Mar%202012%2009:27:31%20GMT	http://fr.html.net/tutorials/css/dok.htm	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/dok.89.delayed	(from http://fr.html.net/tutorials/css/lesson7.php)
11:27:29	24/24	---M--	200	added ('OK')	text/css	etag:%22440b7a-18-4b4094b11b680%22	http://fr.html.net/tutorials/css/lesson7_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson7_ex3.css	(from http://fr.html.net/tutorials/css/lesson7.php)
11:27:29	28/28	---M--	200	added ('OK')	text/css	etag:%22440bc0-1c-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson8_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson8_ex1.css	(from http://fr.html.net/tutorials/css/lesson8.php)
11:27:30	70/70	---M--	200	added ('OK')	text/css	etag:%22440b6a-46-4b4094b11b680%22	http://fr.html.net/tutorials/css/lesson8_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson8_ex2.css	(from http://fr.html.net/tutorials/css/lesson8.php)
11:27:30	66/66	---M--	200	added ('OK')	text/css	etag:%22440b80-42-4b4094b11b680%22	http://fr.html.net/tutorials/css/lesson10_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson10_ex1.css	(from http://fr.html.net/tutorials/css/lesson10.php)
11:27:30	97/97	---M--	200	added ('OK')	text/css	etag:%22440b87-61-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson10_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson10_ex2.css	(from http://fr.html.net/tutorials/css/lesson10.php)
11:27:31	58/58	---M--	200	added ('OK')	text/css	etag:%22440b67-3a-4b4094b11b680%22	http://fr.html.net/tutorials/css/lesson10_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson10_ex3.css	(from http://fr.html.net/tutorials/css/lesson10.php)
11:27:31	110/110	---M--	200	added ('OK')	text/css	etag:%22440bcc-6e-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson10_ex4.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson10_ex4.css	(from http://fr.html.net/tutorials/css/lesson10.php)
11:27:31	311/311	---M--	200	added ('OK')	text/css	etag:%22440b5f-137-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson11_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson11_ex1.css	(from http://fr.html.net/tutorials/css/lesson11.php)
11:27:31	358/358	---M--	200	added ('OK')	text/css	etag:%22440bdc-166-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson11_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson11_ex2.css	(from http://fr.html.net/tutorials/css/lesson11.php)
11:27:32	79/79	---M--	200	added ('OK')	text/css	etag:%22440b60-4f-4b4094b027440%22	http://fr.html.net/tutorials/css/lesson12_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson12_ex1.css	(from http://fr.html.net/tutorials/css/lesson12.php)
11:27:32	94/94	---M--	200	added ('OK')	text/css	etag:%22440ba9-5e-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/lesson12_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson12_ex2.css	(from http://fr.html.net/tutorials/css/lesson12.php)
11:27:32	43/43	---M--	200	added ('OK')	text/css	etag:%22440c00-2b-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson13_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex1.css	(from http://fr.html.net/tutorials/css/lesson13.php)
11:27:33	8965/8965	---M--	200	added ('OK')	image/jpeg	etag:%22440b73-2305-4b4094b11b680%22	http://fr.html.net/tutorials/css/bill.jpg	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/bill.jpg	(from http://fr.html.net/tutorials/css/lesson13.php)
11:27:33	118/118	---M--	200	added ('OK')	text/css	etag:%22440c07-76-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson13_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex2.css	(from http://fr.html.net/tutorials/css/lesson13.php)
11:27:33	72/72	---M--	200	added ('OK')	text/css	etag:%22440c06-48-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson13_ex3.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson13_ex3.css	(from http://fr.html.net/tutorials/css/lesson13.php)
11:27:34	669/669	---M--	200	added ('OK')	text/css	etag:%22440bfd-29d-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/lesson14_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson14_ex1.css	(from http://fr.html.net/tutorials/css/lesson14.php)
11:27:34	181/181	---M--	200	added ('OK')	text/css	etag:%22440b75-b5-4b4094b11b680%22	http://fr.html.net/tutorials/css/lesson14_ex2.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson14_ex2.css	(from http://fr.html.net/tutorials/css/lesson14.php)
11:27:34	1568/1568	---M--	200	added ('OK')	image/gif	etag:%22440b77-620-4b4094b11b680%22	http://fr.html.net/tutorials/css/dog1.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/dog1.gif	(from http://fr.html.net/tutorials/css/lesson14.php)
11:27:34	1910/1910	---M--	200	added ('OK')	image/gif	etag:%22440bbb-776-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/dog2.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/dog2.gif	(from http://fr.html.net/tutorials/css/lesson14.php)
11:27:35	10765/10765	---M--	200	added ('OK')	image/gif	etag:%22440c0c-2a0d-4b4094b3f7d40%22	http://fr.html.net/tutorials/css/dog3.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/dog3.gif	(from http://fr.html.net/tutorials/css/lesson14.php)
11:27:35	415/415	---M--	200	added ('OK')	text/css	etag:%22440bec-19f-4b4094b303b00%22	http://fr.html.net/tutorials/css/lesson15_ex1.css	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson15_ex1.css	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:35	1878/1878	---M--	200	added ('OK')	image/gif	etag:%22440bdd-756-4b4094b303b00%22	http://fr.html.net/tutorials/css/diamonds_10.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/diamonds_10.gif	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:35	3344/3344	---M--	200	added ('OK')	image/gif	etag:%22440b57-d10-4b4094b027440%22	http://fr.html.net/tutorials/css/diamonds_jack.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/diamonds_jack.gif	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:36	3474/3474	---M--	200	added ('OK')	image/gif	etag:%22440bed-d92-4b4094b303b00%22	http://fr.html.net/tutorials/css/diamonds_queen.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/diamonds_queen.gif	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:36	3312/3312	---M--	200	added ('OK')	image/gif	etag:%22440bc1-cf0-4b4094b20f8c0%22	http://fr.html.net/tutorials/css/diamonds_king.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/diamonds_king.gif	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:36	1348/1348	---M--	200	added ('OK')	image/gif	etag:%22440b65-544-4b4094b11b680%22	http://fr.html.net/tutorials/css/diamonds_ace.gif	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/diamonds_ace.gif	(from http://fr.html.net/tutorials/css/lesson15.php)
11:27:36	546/546	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:39%20GMT	http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=29	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex10e9e.html	(from http://fr.html.net/tutorials/css/lesson6_ex1.php)
11:27:37	546/546	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:40%20GMT	http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=39	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex1ee39.html	(from http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=05)
11:27:37	546/546	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Mar%202012%2009:27:40%20GMT	http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=40	D:/TempDNL/Temp/CSS/fr.html.net/tutorials/css/lesson6_ex1bb17.html	(from http://fr.html.net/tutorials/css/lesson6_ex1.php?clicks=29)
